country,consumption,unit,data1980,data1981,data1982,data1983,data1984,data1985,data1986,data1987,data1988,data1989,data1990,data1991,data1992,data1993,data1994,data1995,data1996,data1997,data1998,data1999,data2000,data2001,data2002,data2003,data2004,data2005,data2006,data2007,data2008,data2009,data2010,data2011,data2012,data2013,data2014,data2015,data2016
Australia,Coal,Quad Btu,1.068670239,1.175208085,1.235380292,1.202996371,1.184474513,1.223588894,1.30432635,1.44397659,1.277192926,1.540521258,1.590815517,1.569632076,1.610457372,1.554090031,1.526825035,1.638587165,1.709501613,1.720412612,1.876234557,1.862625784,1.868844259,2.025223326,1.997583424,1.889252024,1.93225658,2.006260669,2.087457393,2.162565078,2.07412361,2.136301425,1.9796675,1.984022333,1.90883417,1.770549014,1.758207481,1.834336978,1.850510519
Austria,Coal,Quad Btu,0.118879835,0.123842371,0.117008514,0.123038392,0.147585948,0.141446316,0.120590262,0.126834102,0.119587484,0.121426899,0.137978066,0.148212801,0.110036732,0.095278413,0.097371731,0.115860046,0.129442301,0.128543591,0.10930284,0.118723733,0.118463983,0.131448443,0.126191806,0.143083384,0.150448897,0.14915391,0.139927645,0.122541271,0.1158986,0.093295253,0.107683712,0.110122592,0.100501265,0.099876509,0.090360396,0.105142659,0.098366994
Azerbaijan,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.00078025,0.000115593,2.89E-05,0.000173389,5.78E-05,8.95E-05,0.000121155,0.000128691,0.000136226,6.89E-05,0.000163505,9.91E-05,0.000129666,0.00013952,0.000475836,0.000343454,0.000323572,0.00018411,0.00021558,0.000163361,0.000170036,0.00015709,5.84E-05,4.01E-06,4.01E-06
"Bahamas, The",Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Coal,Quad Btu,0.000483959,0.000506612,0.00061782,0.000335682,0.001276828,0.002018212,0.003047912,0.002569338,0.002090765,0.000455127,0.001149145,0.00370692,0.003480386,0.01297422,0.01091482,0.013221348,0.007249088,0.013303724,0.003830484,0.001894648,0.013572848,0.0144158,0.014635353,0.01484183,0.015758503,0.019845829,0.01946969,0.025558216,0.026572781,0.032072546,0.033502498,0.030178137,0.037404731,0.040554767,0.038509641,0.039241308,0.042159079
Barbados,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.047458233,0.041028408,0.030592699,0.028704576,0.02847494,0.020667295,0.01931499,0.013242378,0.01285965,0.011048072,0.00852207,0.007501463,0.005970552,0.00428655,0.003368004,0.00211776,0.001939154,0.002015699,0.002015699,0.002296366,0.009134434,0.015082717,0.019589996,0.01592005,0.0142363
Belgium,Coal,Quad Btu,0.475976995,0.470699668,0.461389039,0.418375336,0.464279727,0.437930544,0.392218217,0.402300689,0.414650618,0.435522209,0.458130414,0.436996136,0.400381966,0.3738187,0.382967754,0.365525607,0.355256374,0.328522676,0.314105151,0.274236682,0.289644281,0.273935651,0.249462875,0.231960757,0.216722966,0.205751298,0.198899824,0.181953942,0.159610729,0.124076291,0.153891888,0.144118859,0.14439404,0.140452616,0.125719127,0.114347285,0.101759511
Belize,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14E-05,3.88E-05,2.49E-06,1.23E-06,6.46E-05,3.87E-05,3.17E-05,0.000961001,0.001037911,0.001985751
Bermuda,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Coal,Quad Btu,1.78E-05,1.84E-05,1.86E-05,2.03E-05,1.52E-05,1.68E-05,2.18E-05,0.000318279,0.000338044,0.00030424,0.00030424,0.00030424,0.000318721,9.90E-05,0.000272737,0.00034969,0.000499986,0.000523197,0.000374441,0.000403366,0.000444111,0.000537784,0.000700213,0.000423081,8.10E-05,0.000856673,0.000924101,0.000337576,0.000918882,0.001105634,0.001644975,0.00135228,0.001797733,0.001217322,0.001606454,0.001340569,0.001458186
Bolivia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.02289348,0.019841016,0.021367248,0.025030205,0.025793321,0.083225432,0.107370423,0.103356433,0.113505876,0.111827021,0.119534492,0.101749466,0.09032041,0.078179687,0.083514345,0.088675551,0.100181976,0.125981632,0.136799879,0.159169791,0.13962046,0.135739024,0.145914357,0.142445235,0.145854538
Botswana,Coal,Quad Btu,0.008679979,0.009432494,0.01016868,0.009970638,0.009844296,0.010919212,0.012229736,0.012506325,0.01469985,0.015820518,0.017783436,0.017159845,0.021857853,0.020838455,0.02016681,0.020525025,0.017303136,0.015894055,0.018724417,0.016015954,0.020935832,0.020404902,0.021237926,0.019116335,0.019686921,0.022007474,0.019093228,0.017352737,0.015379037,0.014565037,0.007945004,0.006700376,0.00493483,0.014389747,0.017225131,0.029557163,0.028859178
Brazil,Coal,Quad Btu,0.198694603,0.210845881,0.220669346,0.246520525,0.306538824,0.373282745,0.384228271,0.391345417,0.37375795,0.379914351,0.375059423,0.40589405,0.39103482,0.394643544,0.397585722,0.416790274,0.436479982,0.44006517,0.425928066,0.468387005,0.486379087,0.484923694,0.438203235,0.455275137,0.489948291,0.483575727,0.488974953,0.51400962,0.504212665,0.422604788,0.542418995,0.576812628,0.58106191,0.631514093,0.687568256,0.678221969,0.614349148
Brunei,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Coal,Quad Btu,0.387706867,0.392068909,0.410880271,0.408865319,0.405477067,0.43110152,0.431062555,0.448433884,0.409922177,0.40478219,0.377920479,0.318565747,0.305300595,0.318057258,0.29638586,0.305477343,0.309447834,0.312543748,0.298982424,0.253612873,0.268240009,0.292404946,0.270297055,0.297506073,0.301700187,0.285379316,0.286195665,0.330124165,0.333764975,0.262685476,0.278121125,0.338284447,0.286361842,0.24316443,0.265206292,0.272899711,0.233532494
Burkina Faso,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),Coal,Quad Btu,0.005188075,0.005532381,0.005450722,0.005250834,0.005348649,0.005430307,0.005675284,0.002327275,0.002143542,0.002123128,0.002511007,0.002102713,0.001490272,0.000670584,0.000528339,0.000955069,0.000873789,0.000894111,0.003111269,0.013636545,0.011785828,0.013046838,0.009836314,0.015383409,0.011115883,0.013393772,0.015505277,0.013616027,0.012356087,0.014350624,0.013082923,0.014626923,0.013165517,0.009274393,0.01207317,0.008417785,0.009931483
Burundi,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73E-06,1.35E-06,5.64E-07,7.09E-07,1.31E-08,4.53E-06,9.05E-06,0.000509943,0.000295533,0.000328246,0.000348762,0.000389792,0.000430823,0.002191047,0.010034123,0.024560928,0.028840571
Cameroon,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Coal,Quad Btu,0.772508277,0.787367024,0.853219068,0.898850539,0.983830274,0.942715308,0.876960591,0.99335341,1.075728185,1.04569076,0.959904759,0.971397705,1.034115407,0.962886154,0.9994799,0.997338328,1.025680513,1.09256638,1.160596357,1.162335264,1.258284715,1.267505831,1.259812416,1.255561194,1.199546762,1.188124771,1.178497294,1.248192977,1.145794808,0.949509602,0.954500365,0.885291908,0.801275329,0.766164807,0.74505227,0.752317998,0.712861574
Cape Verde,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,Coal,Quad Btu,0.033503477,0.033681761,0.022753648,0.027363799,0.035710942,0.035005642,0.036179744,0.035580552,0.048233373,0.066821572,0.072692723,0.05954973,0.051226312,0.052153294,0.062567772,0.06784042,0.09494803,0.123965294,0.116829711,0.121471807,0.093907,0.072974638,0.073929382,0.070440007,0.094499378,0.093196616,0.116758698,0.11814616,0.14872728,0.135941185,0.172623163,0.195966793,0.224975363,0.257643735,0.234593721,0.263581589,0.281820625
China,Coal,Quad Btu,14.5294618,14.48194874,15.27189197,16.1932463,17.76632632,18.53442512,19.08038422,20.16676828,21.57023727,21.33774148,24.30112915,21.60772748,22.35154886,23.88725924,25.68310541,27.90318687,28.73618264,27.13702117,27.1031521,28.2574616,30.33924638,31.92837919,34.29340983,41.04213113,47.42386911,54.44467618,60.5662603,65.01252517,67.31913882,72.78500181,78.15139597,87.09782498,92.17841626,94.99363168,93.45421594,90.82529533,89.94169511
Colombia,Coal,Quad Btu,0.090426337,0.090540168,0.088105005,0.090436513,0.094229369,0.104801132,0.110864306,0.118428211,0.113238685,0.123915998,0.122917999,0.127193356,0.130536935,0.145124385,0.135306642,0.136367724,0.117079294,0.122213287,0.122641131,0.101748504,0.125545783,0.121310208,0.113386243,0.115700516,0.103639618,0.108394885,0.098666357,0.105167556,0.104423689,0.140062644,0.14991008,0.160639028,0.140277062,0.175138346,0.219938327,0.26282174,0.274607041
Comoros,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Congo,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,Coal,Quad Btu,0.004254197,0.004402491,0.003953983,0.003716172,0.003970063,0.003947368,0.004031534,0.004157436,0.004181036,0.004278543,0.004368793,0.001811028,0.00108792,0.000364811,0.000286638,0.000241036,0.000195435,0.000148965,0.000102495,7.47E-05,2.78E-05,9.52E-05,0.000201341,0.000241463,0.000348219,0.000549569,0.000524905,0.000644947,0.000656686,0.00056246,0.00055108,0.00033799,0.000442189,0.000335589,0.000289152,0.000327066,0.000294702
Cook Islands,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-07,1.72E-07,1.41E-07,1.09E-07,1.33E-07,3.99E-08,2.22E-08,8.73E-08,8.54E-08,8.35E-08,1.41E-07,1.39E-07,5.76E-08,4.57E-08,6.81E-08,6.18E-08,1.25E-07,1.27E-07,8.73E-08,2.32E-06,2.39E-06,2.42E-07,2.91E-06
Cote dIvoire (IvoryCoast),Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.026139351,0.024836048,0.015714983,0.008132296,0.006537259,0.010286381,0.009674247,0.008506008,0.017219485,0.01913004,0.023636989,0.027507087,0.02912371,0.027923489,0.026233384,0.028070455,0.02895225,0.020771157,0.028682812,0.029319664,0.025767992,0.027219678,0.026165001,0.024575644,0.026349495
Cuba,Coal,Quad Btu,0.002442811,0.002442811,0.003342794,0.002314242,0.002879946,0.003239939,0.003059942,0.002185673,0.002442811,0.000514276,0.003934211,0.002725663,0.001208549,0.001799966,0.002237101,0.001979963,2.57E-05,0.000411421,0.000488562,0.000591417,0.000565704,0.000334279,0.000668559,0.000642845,0.000591417,0.000565704,0,0.000462848,0.000617131,0.000591417,0.000591417,0.000591417,0.000565704,7.58E-05,4.67E-05,7.41E-05,4.87E-05
Cyprus,Coal,Quad Btu,0,0,0,0,0.000527759,0.000751041,0.000558206,0.00153253,0.000923578,0.001035219,0.000984473,0.000984473,0.000263879,0.000314625,0.000274029,0.000202984,0.000182686,0.000192835,0.000263879,0.000304476,0.000497311,0.000537908,0.000537908,0.000537908,0.000588654,0.000537908,0.000558206,0.00050746,0.000416117,0.000223283,0.000274029,0.00013194,1.01E-05,5.17E-06,7.37E-05,0.000110613,3.74E-06
Czech Republic,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003330176,0.936054202,0.917340154,0.93991376,0.907535496,0.824790361,0.717634183,0.860528255,0.836694318,0.817997176,0.846454296,0.834126774,0.815734195,0.812643945,0.831744311,0.786625791,0.726992769,0.733060948,0.746916699,0.719483413,0.655254638,0.648046156,0.658190924,0.67333989
Denmark,Coal,Quad Btu,0.231815539,0.184800414,0.224969354,0.211742712,0.224480341,0.277270479,0.281112726,0.277060902,0.262017925,0.212092007,0.232630561,0.314621773,0.258338683,0.276967757,0.305749676,0.255614181,0.349574573,0.25689493,0.217447866,0.182355348,0.153922724,0.162375666,0.161257921,0.224387196,0.171992925,0.146145085,0.217215002,0.184451119,0.162934538,0.158649851,0.155273331,0.129425491,0.101458594,0.128377606,0.102484234,0.072780104,0.084124045
Djibouti,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Coal,Quad Btu,0,0,0,0,0,0.000522951,0.000653689,0.000541628,0.000226457,0.00023346,0.000396883,0.000452913,0.000429567,0.00050194,0.001424108,0.001867683,0.002427987,0.002474679,0.003501905,0.001167302,0.002171181,0.004739245,0.005439626,0.008941531,0.01006214,0.011112712,0.016435607,0.016995912,0.018443366,0.018046483,0.017439487,0.01853675,0.020451125,0.02012428,0.023981518,0.027319131,0.028884284
Ecuador,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,2.82E-05,3.94E-05,4.92E-05,8.37E-05,0.000261462,6.81E-05,0.00012105,0.000188989,0.000409868,0.000375739,0.000491964,0.000587845,0.000683032,0.000635439,0.000359339
Egypt,Coal,Quad Btu,0.022115422,0.028597109,0.029301113,0.027553242,0.02799021,0.029519597,0.029616701,0.031364571,0.034301966,0.035103073,0.0308305,0.029301113,0.028038762,0.035977008,0.044959123,0.037385016,0.0425558,0.03947275,0.035928456,0.033915805,0.035137236,0.030627199,0.033055068,0.034022839,0.034991858,0.034625676,0.034259616,0.031107869,0.027953185,0.024834963,0.018730888,0.017251315,0.015085765,0.008020507,0.010548306,0.013593938,0.016418229
El Salvador,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.004742948,0.004787693,0.00158844,0.001856909,0.003042646,0.003311115,0.001566068,0.001610812,0.001633185,0.001510137,0.001387089,0.000693544,0.001610812,0.001297599,0.001006758,0.001879281,0.002886039,0.001946398,0.001342344,0.001633185,0.001431833,0.001402585,0.001626288,0.000280092,0.000406305
Ethiopia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39E-08,9.00E-07,8.78E-08,1.10E-07,1.68E-07,2.41E-07,1.58E-05,0.000329241,0.000883107,0.001272529,0.002991216,0.004899913,0.006387282,0.008889516,0.009021213,0.010738536
Falkland Islands (Islas Malvinas),Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Coal,Quad Btu,0.14504245,0.068444136,0.076318014,0.080216731,0.096703461,0.135512254,0.115891262,0.146724249,0.149297912,0.145246305,0.143895769,0.141882706,0.123918031,0.152839883,0.19804461,0.167237105,0.203421272,0.178270727,0.13263281,0.135486772,0.132199619,0.15278892,0.169785285,0.227195798,0.203650608,0.113878199,0.199420628,0.175518692,0.130008183,0.143895769,0.17745531,0.136760863,0.117853361,0.147527443,0.123376909,0.099595423,0.127161669
Former Czechoslovakia,Coal,Quad Btu,1.963877134,1.953215395,2.013959478,2.037197965,2.062561299,2.004871565,1.968397604,1.984059956,1.964748234,1.830486417,1.770238801,1.636882296,1.437831741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Serbia and Montenegro,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.528391203,0.506915459,0.464196141,0.558359663,0.557563424,0.591205105,0.607444141,0.457587129,0.513615953,0.503313407,0.531281813,0.556912412,0.570684666,0.505204053,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,Coal,Quad Btu,16.40405672,16.33055336,16.81016255,16.65695314,16.78257082,16.98918492,17.50455067,17.60343261,17.90717639,16.95251728,18.51002083,14.6842951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Yugoslavia,Coal,Quad Btu,0.971627589,1.181099003,1.259425967,1.352604752,1.507410855,1.611074876,1.602645232,1.62318706,1.652669278,1.649123444,1.609875315,1.56382898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Coal,Quad Btu,1.389062665,1.243740245,1.317434096,1.165415487,1.108521569,1.059641603,0.902860341,0.809345343,0.786509098,0.857409412,0.839950949,0.900487232,0.807635932,0.636788623,0.61699695,0.66108505,0.68495389,0.608538649,0.714145977,0.651669039,0.620755994,0.546907466,0.540788,0.55526357,0.538554087,0.590459109,0.547597068,0.569542528,0.532042838,0.429077793,0.45286118,0.38256581,0.446614954,0.474995491,0.357366363,0.344270836,0.316476678
French Guiana,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.010869102,0.005803799,0.005839568,0.000782963,0.000429284,0.000462875,0.000632026,0.000529524,0.000357838,0.000256379,0.000120692,0.000247859,0.000292019,0.000413689,0.000356007,0.001820495,0.002898246,0.004267792,0.00110107,0.002974682,0.004943239,0.008925778,0.008263309,0.008205423,0.007215357
Germany,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,3.959760789,3.565681338,3.288170938,3.130549544,2.965709445,2.976606847,2.931915486,2.835541485,2.719345851,2.868056868,3.00114887,3.009755442,3.059906394,3.138910203,3.005258219,3.148294384,3.245242594,3.101229419,2.868902451,3.042656582,3.109644874,3.248037697,3.376240109,3.284082712,3.284802543,3.221532707
"Germany, East",Coal,Quad Btu,4.566580308,4.649362,4.714604841,4.805735978,5.147009264,5.336145883,5.371306807,5.37737393,5.351005124,5.23913365,4.561139051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",Coal,Quad Btu,3.686714271,3.757780997,3.750284093,3.63332858,3.587777322,3.537778179,3.480322831,3.316117302,3.233564333,3.21288532,3.070191755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000707012,0.000988796,3.65E-07,3.65E-07
Gibraltar,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Coal,Quad Btu,0.115395888,0.130337986,0.135981263,0.174264127,0.180545346,0.208144298,0.213293438,0.232931808,0.258751795,0.264449626,0.269424621,0.267771051,0.295542877,0.283498093,0.299440649,0.292587451,0.301232597,0.295549785,0.307326905,0.304261221,0.322726677,0.337983786,0.336634056,0.33828636,0.342942954,0.335571938,0.305199198,0.318449591,0.310485511,0.306049703,0.279261577,0.28588916,0.292613906,0.257735023,0.279813835,0.234188021,0.182031724
Greenland,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379797,0.005443761,0.005063964,0.00987473,0.009267054,0.010760924,0.010355807,0.010836883,0.01134328,0.011419239,0.007444027,0.012432032,0.012457352,0.012583951,0.014482937,0.017805941,0.038993245,0.042036231
Guinea,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Coal,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
